,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long
12577,587000.0,5,3.5,3610,52595,2.0,0.0,0.0,4,7,98014,47.6832,-121.90700000000001
12578,677915.0,3,2.0,1740,3600,1.0,0.0,0.0,5,7,98119,47.6448,-122.35799999999999
12579,1080000.0,4,3.0,3600,9200,1.0,0.0,4.0,4,9,98008,47.5866,-122.116
12580,671000.0,4,3.0,3130,5700,1.5,0.0,0.0,3,7,98115,47.6811,-122.28299999999999
12581,695000.0,5,3.25,3940,9780,2.0,0.0,0.0,3,9,98065,47.5435,-121.88799999999999
12582,205000.0,4,2.0,2200,13320,1.0,0.0,0.0,3,6,98168,47.481,-122.292
12583,350000.0,4,1.0,1510,7200,1.5,0.0,0.0,4,7,98155,47.761,-122.307
12585,313999.0,4,2.25,1870,4198,2.0,0.0,0.0,3,7,98038,47.3657,-122.021
12586,300000.0,3,2.25,2070,7225,1.0,0.0,0.0,3,8,98042,47.3551,-122.148
12587,452000.0,2,1.75,1660,11747,1.0,0.0,0.0,3,7,98155,47.7661,-122.306
12588,495500.0,3,2.5,2010,57934,1.0,0.0,0.0,3,7,98014,47.6262,-121.96
12589,288000.0,3,1.0,1410,40500,1.0,0.0,0.0,4,7,98092,47.3199,-122.1
12590,227490.0,3,1.75,1820,7194,1.0,0.0,0.0,4,7,98003,47.3352,-122.307
12591,470950.0,3,2.5,2560,16420,2.0,0.0,0.0,4,8,98014,47.6916,-121.916
12592,735000.0,4,2.75,2450,4187,2.0,0.0,2.0,3,8,98027,47.5471,-122.016
12593,730000.0,7,2.75,3110,4400,1.5,0.0,0.0,5,7,98105,47.6684,-122.319
12594,412000.0,3,2.5,2210,7000,2.0,0.0,0.0,4,8,98058,47.4377,-122.132
12596,291000.0,7,1.0,2350,8636,1.0,0.0,0.0,3,7,98118,47.5432,-122.277
12597,1300000.0,5,3.75,4450,7680,2.0,0.0,0.0,3,9,98199,47.6418,-122.39200000000001
12598,190000.0,3,1.0,1200,10458,1.0,0.0,0.0,4,6,98023,47.3262,-122.34200000000001
12599,456200.0,2,1.75,1210,7733,1.0,0.0,0.0,3,6,98125,47.7148,-122.28200000000001
12601,2000000.0,3,2.5,3490,21064,1.0,1.0,4.0,3,10,98074,47.6092,-122.073
12602,740000.0,4,2.5,3360,15091,2.0,0.0,0.0,3,9,98052,47.6649,-122.135
12603,467000.0,3,1.75,2660,5511,1.0,0.0,0.0,3,8,98108,47.5575,-122.3
12604,385000.0,2,1.0,770,7554,1.0,0.0,0.0,3,6,98177,47.7057,-122.36
12605,670000.0,3,2.5,1800,4763,2.0,0.0,0.0,3,7,98119,47.646,-122.36200000000001
12606,500000.0,4,2.5,2900,5760,1.0,0.0,0.0,4,8,98118,47.55,-122.272
12607,352450.0,3,2.0,1430,6000,1.0,0.0,0.0,5,7,98155,47.7564,-122.316
12608,669888.0,4,2.75,2550,7591,2.0,0.0,0.0,3,9,98059,47.5302,-122.147
12609,405000.0,3,2.75,1310,7300,1.0,0.0,0.0,3,7,98008,47.6016,-122.12299999999999
12610,518000.0,3,1.5,1430,8000,1.0,0.0,0.0,4,7,98007,47.5874,-122.13600000000001
12611,280000.0,4,1.0,1880,6288,1.0,0.0,0.0,3,7,98178,47.5101,-122.259
12612,435000.0,3,2.5,1600,2375,2.0,0.0,0.0,3,7,98029,47.5531,-121.99600000000001
12613,314950.0,3,2.0,1760,9732,1.0,0.0,0.0,3,7,98022,47.1923,-122.014
12614,209900.0,2,2.0,1180,3003,2.0,0.0,0.0,3,6,98038,47.3491,-122.02
12615,630000.0,4,2.5,2330,31705,2.0,0.0,0.0,4,8,98052,47.6471,-122.03
12616,442000.0,4,1.5,1960,12688,1.5,0.0,0.0,4,7,98052,47.6304,-122.09700000000001
12618,230000.0,3,1.75,1400,6956,1.0,0.0,0.0,4,7,98031,47.4233,-122.198
12619,495200.0,5,2.25,2710,22120,1.0,0.0,0.0,3,7,98011,47.7642,-122.195
12620,900000.0,4,2.5,3510,6745,2.0,0.0,0.0,3,10,98075,47.6016,-122.074
12621,265000.0,2,1.0,910,4600,1.0,0.0,0.0,3,5,98117,47.6916,-122.36200000000001
12622,489500.0,3,1.75,2090,65558,1.0,0.0,0.0,3,8,98072,47.7621,-122.12700000000001
12623,335000.0,3,2.0,1410,44866,1.0,0.0,0.0,4,7,98023,47.3273,-122.37
12625,800000.0,4,2.25,2010,7200,1.0,0.0,1.0,4,8,98118,47.5591,-122.26700000000001
12626,379500.0,4,2.25,2120,53578,2.0,0.0,2.0,4,7,98022,47.2041,-122.021
12627,475000.0,3,1.0,1270,8000,1.0,0.0,0.0,4,6,98008,47.6175,-122.118
12628,520000.0,3,2.0,1670,8800,1.0,0.0,0.0,4,7,98008,47.6096,-122.132
12629,515000.0,4,2.5,1800,4338,2.0,0.0,0.0,3,8,98075,47.5962,-122.015
12631,269900.0,3,2.25,1740,9672,1.0,0.0,0.0,4,7,98031,47.4149,-122.181
12632,329000.0,3,1.0,1600,5952,1.0,0.0,0.0,4,7,98106,47.5292,-122.36200000000001
12633,458500.0,3,1.5,1280,1920,1.5,0.0,0.0,3,7,98122,47.6117,-122.301
12634,890000.0,4,2.0,1480,11171,1.5,0.0,0.0,4,6,98075,47.5849,-122.051
12636,2540000.0,5,3.25,3730,10626,1.0,0.0,4.0,4,10,98004,47.623999999999995,-122.221
12637,325000.0,2,1.0,900,8374,1.0,0.0,0.0,3,7,98034,47.7282,-122.225
12638,1850000.0,4,3.25,3480,6000,3.0,0.0,0.0,3,8,98109,47.6353,-122.353
12640,370000.0,3,2.5,2490,4244,2.0,0.0,0.0,3,9,98042,47.3705,-122.131
12641,450000.0,2,2.0,1510,4908,1.0,0.0,0.0,3,8,98053,47.7196,-122.024
12642,800000.0,4,2.5,2900,18303,2.0,0.0,0.0,4,10,98075,47.5981,-122.03
12643,676000.0,3,2.5,2240,3825,2.0,0.0,0.0,3,7,98117,47.6786,-122.389
12644,1270000.0,4,1.75,2040,5000,2.0,0.0,0.0,4,9,98102,47.6279,-122.315
12645,290000.0,3,1.75,1460,7980,1.0,0.0,0.0,3,7,98028,47.7713,-122.265
12646,158000.0,3,1.5,990,8925,1.0,0.0,0.0,4,7,98003,47.3294,-122.331
12648,583000.0,4,2.5,2660,4000,2.0,0.0,0.0,3,8,98053,47.6876,-122.038
12649,150000.0,2,1.0,870,5700,1.0,0.0,0.0,4,6,98056,47.49800000000001,-122.17
12650,261500.0,3,2.5,1740,6992,2.0,0.0,0.0,3,7,98042,47.3574,-122.15799999999999
12651,278000.0,4,2.5,2290,3777,2.0,0.0,0.0,3,7,98198,47.3617,-122.30799999999999
12652,555000.0,4,2.75,2170,7140,1.0,0.0,0.0,3,8,98052,47.691,-122.113
12653,355000.0,3,1.75,2040,8173,1.0,0.0,0.0,3,7,98133,47.7439,-122.333
12654,375000.0,4,1.5,1770,6650,1.0,0.0,0.0,3,7,98008,47.6011,-122.124
12655,227000.0,3,1.75,2380,12681,1.0,0.0,0.0,1,6,98118,47.5294,-122.279
12656,335000.0,4,2.0,2030,103672,1.0,0.0,0.0,4,7,98022,47.1647,-121.973
12657,680000.0,3,2.25,2270,23900,1.0,0.0,0.0,3,9,98177,47.7506,-122.37200000000001
12658,686500.0,2,1.75,1390,5025,1.5,0.0,0.0,4,8,98105,47.6701,-122.288
12659,410000.0,3,1.75,1530,26642,1.0,0.0,0.0,3,7,98072,47.7422,-122.09700000000001
12660,425000.0,2,1.0,1430,13300,1.5,0.0,0.0,3,6,98033,47.6996,-122.20299999999999
12661,562500.0,3,2.5,2030,7549,1.0,0.0,0.0,3,8,98074,47.6187,-122.044
12662,345000.0,4,2.5,2390,6976,2.0,0.0,0.0,3,7,98056,47.4807,-122.182
12663,627500.0,4,2.5,2540,11500,1.0,0.0,0.0,4,8,98006,47.5609,-122.15
12664,355000.0,3,1.0,1890,36300,1.0,0.0,0.0,3,7,98024,47.5719,-121.914
12665,335000.0,3,2.25,1870,5876,2.0,0.0,0.0,3,7,98038,47.3779,-122.045
12667,590000.0,3,1.0,1610,58370,1.0,0.0,0.0,3,7,98053,47.6718,-122.044
12668,252000.0,3,2.0,1420,6788,2.0,0.0,0.0,3,7,98023,47.2887,-122.351
12669,1300000.0,5,4.0,4440,9270,1.0,0.0,0.0,5,10,98040,47.5708,-122.212
12670,705000.0,4,2.0,1820,5001,2.0,0.0,0.0,3,7,98119,47.6438,-122.37299999999999
12671,498000.0,3,2.0,1620,8400,1.0,0.0,0.0,3,7,98052,47.6574,-122.12799999999999
12674,209950.0,3,1.5,2290,9600,1.0,0.0,0.0,4,7,98042,47.3643,-122.111
12675,610000.0,3,1.75,1110,10402,1.0,0.0,0.0,4,7,98006,47.5676,-122.177
12676,500000.0,4,1.0,1440,7100,1.5,0.0,0.0,3,7,98107,47.6725,-122.396
12677,850000.0,3,3.5,3070,7050,1.0,0.0,3.0,3,8,98125,47.7076,-122.27600000000001
12678,689000.0,4,2.5,2440,11700,1.0,0.0,0.0,5,8,98006,47.5606,-122.184
12679,470000.0,4,2.0,2410,4680,2.0,0.0,0.0,3,9,98008,47.6234,-122.113
12680,640000.0,3,3.0,2270,5175,2.0,0.0,0.0,3,9,98056,47.51600000000001,-122.20299999999999
12681,290000.0,4,1.75,2340,7200,1.0,0.0,0.0,3,8,98146,47.497,-122.369
12682,258500.0,3,2.5,1800,9000,2.0,0.0,0.0,3,7,98003,47.3186,-122.331
12683,1100000.0,4,3.5,2210,7597,1.0,0.0,0.0,4,9,98004,47.5816,-122.197
12684,420000.0,3,1.75,1820,22320,1.0,0.0,0.0,3,7,98053,47.6441,-121.96
12685,230000.0,3,1.0,1190,9083,1.0,0.0,0.0,3,7,98198,47.4116,-122.29299999999999
12686,252000.0,3,1.5,1400,6865,1.0,0.0,0.0,4,7,98038,47.3639,-122.04799999999999
12687,515000.0,3,2.5,2600,4506,2.0,0.0,0.0,3,8,98028,47.7353,-122.22200000000001
12688,425000.0,2,1.0,910,4635,1.0,0.0,0.0,4,6,98107,47.675,-122.39299999999999
12689,575000.0,3,2.5,1760,2320,2.0,0.0,2.0,3,8,98126,47.5723,-122.376
12690,390000.0,2,1.0,860,5160,1.0,0.0,0.0,4,7,98117,47.6823,-122.38799999999999
12691,561500.0,4,2.25,2310,9800,1.0,0.0,0.0,3,8,98033,47.6657,-122.178
12692,1350000.0,4,1.75,2000,3728,1.5,0.0,0.0,4,9,98112,47.643,-122.29899999999999
12695,475200.0,3,2.5,1670,3980,2.0,0.0,0.0,3,8,98027,47.5317,-122.04700000000001
12696,425000.0,2,1.0,790,5024,1.0,0.0,0.0,4,7,98117,47.6833,-122.395
12697,218000.0,2,1.5,2010,7755,2.0,0.0,0.0,3,7,98178,47.4947,-122.23299999999999
12698,600000.0,4,2.5,2600,6536,2.0,0.0,0.0,3,9,98056,47.5232,-122.191
12699,545000.0,4,2.25,1890,7210,1.0,0.0,0.0,3,8,98008,47.6342,-122.117
12700,2410000.0,5,2.5,4600,23250,1.5,0.0,2.0,3,9,98004,47.62300000000001,-122.21799999999999
12701,460000.0,5,3.0,2008,5050,1.0,0.0,0.0,3,7,98118,47.5376,-122.292
12702,425000.0,2,1.0,880,6413,1.0,0.0,0.0,3,7,98116,47.573,-122.395
12704,313100.0,3,2.0,1730,12821,1.0,0.0,0.0,3,8,98001,47.353,-122.272
12705,780000.0,4,3.5,3910,59863,2.0,0.0,0.0,4,10,98027,47.4846,-122.06700000000001
12706,345500.0,4,2.5,2160,9682,2.0,0.0,0.0,3,8,98031,47.4106,-122.204
12707,243000.0,3,1.75,1200,8034,1.0,0.0,0.0,5,7,98031,47.4135,-122.18
12708,670000.0,5,3.5,3860,9600,1.0,0.0,3.0,4,8,98034,47.7139,-122.223
12710,281000.0,2,1.0,1280,12500,1.0,0.0,0.0,3,7,98178,47.4833,-122.23700000000001
12711,130000.0,3,1.0,1100,5100,1.0,0.0,0.0,4,7,98108,47.5231,-122.33200000000001
12712,340000.0,3,2.5,2170,9798,2.0,0.0,0.0,3,7,98038,47.3817,-122.023
12713,485000.0,4,2.75,2720,51396,2.0,0.0,0.0,4,8,98059,47.4777,-122.1
12714,642860.0,4,2.75,2520,6398,2.0,0.0,0.0,3,8,98072,47.7685,-122.15899999999999
12715,747000.0,3,1.75,2560,4800,1.0,0.0,0.0,3,7,98112,47.6207,-122.295
12716,559950.0,4,2.5,2650,7200,2.0,0.0,0.0,3,8,98133,47.7317,-122.354
12717,577288.0,4,2.75,2870,7200,2.0,0.0,0.0,3,9,98108,47.5688,-122.31700000000001
12718,575000.0,2,1.0,1230,2726,1.5,0.0,0.0,3,7,98117,47.6815,-122.359
12719,287000.0,3,1.0,1450,6000,1.0,0.0,0.0,4,7,98118,47.5238,-122.287
12720,1150000.0,4,3.75,3180,9889,2.0,0.0,0.0,3,9,98033,47.6853,-122.204
12721,335000.0,2,1.0,1800,8900,1.0,0.0,0.0,3,6,98168,47.51,-122.323
12722,375000.0,4,2.25,2020,12500,2.0,0.0,0.0,2,8,98056,47.5403,-122.175
12723,325000.0,2,1.0,620,14823,1.0,0.0,0.0,3,6,98125,47.7322,-122.3
12725,287000.0,4,2.25,1980,7081,1.0,0.0,0.0,3,7,98032,47.3669,-122.288
12726,320000.0,5,3.0,2970,7000,1.0,0.0,0.0,3,8,98023,47.3079,-122.34100000000001
12727,425000.0,4,2.5,2270,4400,2.0,0.0,0.0,3,7,98065,47.5381,-121.88799999999999
12728,550000.0,3,1.0,1630,6009,1.0,0.0,3.0,4,8,98117,47.69300000000001,-122.383
12729,135000.0,3,1.0,1520,8450,1.0,0.0,0.0,2,6,98023,47.328,-122.337
12730,695000.0,3,1.75,2080,5687,1.5,0.0,0.0,4,8,98144,47.5776,-122.289
12731,975000.0,5,2.5,3020,9648,1.0,0.0,2.0,4,9,98006,47.5586,-122.134
12732,210000.0,4,1.75,2180,28710,1.0,0.0,0.0,3,8,98198,47.405,-122.288
12733,518000.0,4,1.75,1780,8768,1.0,0.0,0.0,4,7,98125,47.7085,-122.28299999999999
12734,335500.0,3,1.0,1370,6780,2.0,0.0,0.0,3,6,98125,47.7156,-122.291
12735,750000.0,4,3.5,3050,7020,2.0,0.0,3.0,3,9,98126,47.57100000000001,-122.374
12736,515000.0,3,1.75,1490,12000,1.0,0.0,0.0,4,7,98006,47.568999999999996,-122.175
12737,344500.0,4,2.75,1800,5453,1.0,0.0,0.0,3,7,98055,47.4632,-122.209
12738,470000.0,3,1.5,1760,6723,1.0,0.0,0.0,3,7,98118,47.5514,-122.266
12739,606150.0,4,1.75,1770,9848,1.0,0.0,0.0,3,8,98008,47.6208,-122.09899999999999
12740,292000.0,4,2.75,2910,7712,1.0,0.0,0.0,3,7,98002,47.2842,-122.198
12741,450000.0,3,2.5,2880,426452,2.0,0.0,3.0,3,7,98092,47.2485,-122.101
12742,429000.0,3,1.75,2520,5043,1.0,0.0,0.0,3,8,98126,47.5339,-122.37200000000001
12743,765000.0,4,2.5,3190,38119,2.0,0.0,0.0,3,9,98053,47.6698,-122.044
12744,425000.0,2,1.0,540,2500,1.0,0.0,0.0,3,5,98107,47.6729,-122.383
12745,505000.0,4,2.5,3170,5340,2.0,0.0,0.0,3,7,98059,47.4911,-122.13799999999999
12746,544950.0,3,1.75,1830,7371,1.0,0.0,0.0,3,7,98008,47.6059,-122.12100000000001
12747,382000.0,3,2.0,1360,4840,1.5,0.0,0.0,3,8,98126,47.5487,-122.376
12748,475000.0,3,1.75,1870,25157,2.0,0.0,0.0,3,7,98014,47.695,-121.915
12749,355000.0,3,1.5,1370,4790,2.0,0.0,0.0,4,7,98034,47.7253,-122.164
12750,410000.0,4,2.5,1700,9000,1.0,0.0,0.0,5,7,98034,47.7306,-122.23299999999999
12752,565000.0,7,4.5,4140,9066,1.0,0.0,0.0,3,7,98125,47.7302,-122.291
12753,529100.0,2,1.0,1290,6528,1.5,0.0,0.0,4,7,98115,47.693999999999996,-122.29
12754,452500.0,4,2.5,2460,6454,2.0,0.0,0.0,3,7,98065,47.5381,-121.89
12755,245000.0,4,2.0,1580,8000,1.0,0.0,0.0,3,7,98003,47.3467,-122.304
12756,415000.0,1,1.0,700,2550,1.0,0.0,0.0,3,6,98117,47.6783,-122.383
12757,610000.0,4,2.5,2410,15899,2.0,0.0,3.0,3,9,98074,47.6242,-122.04
12758,363500.0,4,1.75,2180,9702,1.0,0.0,0.0,5,7,98178,47.4973,-122.26799999999999
12759,510000.0,3,2.75,1950,12630,1.0,0.0,0.0,4,8,98052,47.6301,-122.10700000000001
12760,650000.0,4,2.5,2630,28298,2.0,0.0,0.0,3,8,98053,47.6314,-121.96799999999999
12761,290000.0,4,2.5,2050,9015,2.0,0.0,0.0,4,7,98058,47.4357,-122.16799999999999
12763,510000.0,2,1.0,1070,5280,1.0,0.0,0.0,3,6,98122,47.6168,-122.303
12764,2280000.0,7,8.0,13540,307752,3.0,0.0,4.0,3,12,98053,47.6675,-121.986
12765,316000.0,4,2.5,2320,7379,2.0,0.0,0.0,3,8,98003,47.3432,-122.316
12766,690000.0,4,2.5,2670,13463,2.0,0.0,0.0,4,9,98029,47.5627,-122.01799999999999
12767,199950.0,2,1.0,700,5200,1.0,0.0,0.0,5,5,98056,47.4924,-122.17399999999999
12769,449950.0,4,2.25,3490,8400,1.5,0.0,0.0,4,8,98058,47.4513,-122.12799999999999
12770,361550.0,3,1.75,1160,257875,1.0,0.0,0.0,2,7,98059,47.4655,-122.072
12771,824000.0,4,3.5,3650,57538,2.0,0.0,0.0,3,10,98077,47.7711,-122.041
12772,537000.0,3,1.75,1550,10050,1.0,0.0,0.0,5,7,98008,47.6345,-122.12299999999999
12773,838400.0,4,2.5,2620,9525,2.5,0.0,0.0,4,9,98040,47.5631,-122.219
12775,329900.0,3,2.0,1380,5198,1.0,0.0,0.0,4,7,98106,47.5514,-122.35700000000001
12776,282500.0,4,1.0,1170,34925,1.0,0.0,0.0,4,6,98065,47.5305,-121.84100000000001
12777,229950.0,3,1.75,1170,11960,1.0,0.0,0.0,4,7,98042,47.3279,-122.13600000000001
12778,500000.0,2,1.0,1630,12059,1.0,0.0,0.0,3,7,98125,47.7228,-122.314
12779,495000.0,3,1.75,1890,6557,1.0,0.0,0.0,3,8,98125,47.7032,-122.286
12780,149500.0,3,1.0,1010,9450,1.0,0.0,0.0,4,7,98198,47.3592,-122.315
12783,317000.0,3,1.0,1270,8925,1.0,0.0,0.0,5,7,98056,47.5124,-122.165
12784,395000.0,1,1.0,790,3000,1.0,0.0,0.0,3,6,98199,47.6544,-122.38600000000001
12785,360000.0,4,3.0,2580,6740,2.0,0.0,0.0,3,8,98058,47.4296,-122.185
12786,570000.0,4,2.5,2290,6738,2.0,0.0,0.0,3,8,98029,47.5714,-122.005
12787,320000.0,4,2.5,3490,5000,2.0,0.0,0.0,3,8,98042,47.3772,-122.12700000000001
12788,320000.0,3,1.75,1510,30185,1.5,0.0,0.0,3,7,98058,47.4118,-122.089
12789,268000.0,5,2.5,2400,4564,2.0,0.0,0.0,3,7,98042,47.369,-122.126
12790,191000.0,2,1.0,900,3400,1.0,0.0,0.0,5,6,98108,47.5269,-122.314
12791,400000.0,2,1.0,1270,7440,1.0,0.0,0.0,4,7,98126,47.5285,-122.37200000000001
12792,515000.0,2,1.0,1050,5000,1.0,0.0,0.0,5,7,98107,47.6699,-122.369
12793,610000.0,4,2.5,2950,9010,2.0,0.0,0.0,3,9,98065,47.53100000000001,-121.86
12794,538000.0,2,1.75,1850,3060,1.0,0.0,0.0,3,7,98115,47.6821,-122.30799999999999
12795,432000.0,3,2.5,1970,4036,2.0,0.0,0.0,4,7,98065,47.5335,-121.869
12796,335000.0,4,2.25,2400,8592,2.0,0.0,0.0,3,8,98055,47.4383,-122.193
12797,302000.0,5,1.75,2360,8642,1.5,0.0,0.0,5,7,98133,47.7617,-122.335
12798,787500.0,4,1.75,1580,9382,1.0,0.0,0.0,3,7,98039,47.6353,-122.23200000000001
12799,420000.0,3,1.0,1790,7055,1.0,0.0,0.0,5,8,98133,47.718,-122.355
12800,560000.0,3,2.5,2840,216493,2.0,0.0,0.0,3,9,98014,47.702,-121.89200000000001
12801,535000.0,3,2.5,1970,6634,2.0,0.0,0.0,3,8,98029,47.5759,-122.012
12803,760000.0,5,2.0,3920,5250,1.5,0.0,0.0,5,7,98144,47.5798,-122.294
12804,242500.0,3,1.75,1550,1905,2.0,0.0,0.0,3,7,98055,47.4331,-122.195
12805,1310000.0,6,3.0,2980,7200,1.5,0.0,2.0,3,8,98119,47.6366,-122.36200000000001
12806,235000.0,3,1.0,1270,7153,1.0,0.0,0.0,5,6,98055,47.4815,-122.226
12807,598780.0,4,2.25,3040,12160,1.0,0.0,0.0,4,7,98007,47.5911,-122.133
12808,433200.0,3,2.5,2075,16200,2.0,0.0,0.0,3,8,98045,47.4848,-121.698
12809,343000.0,2,1.0,1110,9920,1.0,0.0,0.0,5,6,98056,47.5454,-122.19200000000001
12810,145000.0,2,1.0,800,8125,1.0,0.0,0.0,3,6,98033,47.6836,-122.17399999999999
12811,291970.0,1,1.0,680,21727,1.0,0.0,0.0,3,5,98058,47.44600000000001,-122.175
12812,599950.0,3,1.0,1680,7910,1.0,0.0,0.0,3,7,98146,47.5085,-122.385
12813,1750000.0,4,2.5,3910,22710,1.5,0.0,0.0,3,8,98004,47.6295,-122.21700000000001
12816,727000.0,4,3.0,3150,9703,2.0,0.0,0.0,3,9,98075,47.5962,-122.01799999999999
12817,166000.0,1,1.0,1120,17332,1.0,0.0,0.0,3,7,98001,47.2972,-122.26700000000001
12818,450000.0,4,1.75,1740,12204,1.0,0.0,0.0,3,7,98155,47.7675,-122.277
12819,400000.0,3,2.5,2970,23100,1.0,0.0,0.0,3,7,98072,47.7735,-122.133
12820,599000.0,3,2.5,2970,23100,1.0,0.0,0.0,3,7,98072,47.7735,-122.133
12821,165000.0,3,1.0,1150,19200,1.0,0.0,0.0,4,5,98001,47.2756,-122.27
12822,229000.0,2,1.0,1190,7408,1.0,0.0,0.0,3,6,98168,47.5094,-122.31
12823,305000.0,1,1.0,900,7500,1.0,0.0,0.0,3,5,98155,47.7553,-122.28299999999999
12824,930000.0,3,3.25,2950,4446,2.0,0.0,0.0,3,9,98116,47.5852,-122.391
12825,542000.0,3,2.5,1990,15985,1.0,0.0,0.0,3,8,98007,47.6205,-122.141
12826,214000.0,3,1.0,1020,9147,1.0,0.0,0.0,4,6,98010,47.3127,-122.00200000000001
12827,718000.0,3,2.5,2070,7200,2.0,0.0,0.0,3,8,98033,47.6946,-122.211
12828,349000.0,3,2.5,1430,1002,3.0,0.0,0.0,3,8,98103,47.698,-122.34899999999999
12829,305000.0,3,2.5,2030,8000,2.0,0.0,0.0,3,7,98031,47.4024,-122.21600000000001
12830,498000.0,3,2.5,1620,2640,2.0,0.0,0.0,4,7,98122,47.6036,-122.305
12831,799950.0,4,3.5,4220,196817,2.0,0.0,0.0,3,10,98092,47.2642,-122.18700000000001
12832,737000.0,3,2.5,2300,7800,2.0,0.0,2.0,3,9,98052,47.6842,-122.155
12833,860000.0,4,3.25,3830,10005,2.0,0.0,0.0,3,10,98075,47.5953,-122.039
12834,339950.0,3,2.5,2390,34041,1.0,0.0,0.0,3,8,98042,47.3546,-122.081
12835,249000.0,3,2.25,1440,7673,1.0,0.0,0.0,3,7,98031,47.4034,-122.178
12836,370000.0,2,1.0,910,5525,1.0,0.0,0.0,2,6,98126,47.5322,-122.37899999999999
12837,725000.0,3,2.0,1550,12262,1.0,0.0,0.0,4,7,98040,47.5755,-122.21600000000001
12838,529000.0,5,2.5,2380,91476,1.0,0.0,0.0,4,8,98059,47.479,-122.15299999999999
12839,310000.0,4,2.75,2060,8100,1.0,0.0,0.0,4,7,98198,47.3581,-122.31700000000001
12840,315000.0,4,2.25,1880,9163,2.0,0.0,0.0,3,8,98058,47.4362,-122.165
12841,1300000.0,4,2.5,3470,4160,2.0,0.0,0.0,3,9,98119,47.63,-122.363
12842,435000.0,3,2.0,2360,12744,2.0,0.0,0.0,5,7,98059,47.483000000000004,-122.164
12843,350000.0,3,1.75,1970,10800,1.0,0.0,0.0,4,7,98056,47.5107,-122.17200000000001
12844,240000.0,3,1.0,1040,7800,1.0,0.0,0.0,3,7,98055,47.4804,-122.229
12845,410000.0,3,2.25,1420,3750,2.0,0.0,0.0,3,7,98116,47.5725,-122.383
12846,430000.0,4,2.75,2290,5249,2.0,0.0,0.0,3,7,98059,47.4916,-122.162
12847,446000.0,4,2.5,1530,8375,1.0,0.0,0.0,3,7,98034,47.7174,-122.236
12848,240000.0,3,1.5,1360,9760,1.5,0.0,0.0,5,7,98045,47.4648,-121.757
12849,595000.0,4,3.0,3680,35736,1.5,0.0,0.0,4,8,98027,47.4703,-122.015
12850,215150.0,3,1.0,920,4770,1.0,0.0,0.0,4,6,98042,47.3654,-122.08200000000001
12851,319950.0,2,1.0,1070,5824,1.0,0.0,2.0,5,7,98178,47.507,-122.242
12852,385000.0,3,2.0,1590,9912,2.0,0.0,0.0,3,8,98070,47.3731,-122.43
12853,280000.0,3,2.5,1600,6700,2.0,0.0,0.0,3,8,98042,47.3618,-122.074
12854,399950.0,3,2.5,1510,7300,1.0,0.0,0.0,3,7,98034,47.7153,-122.211
12855,132500.0,3,1.0,1080,10500,1.0,0.0,0.0,3,7,98001,47.32,-122.27799999999999
12856,399950.0,2,0.75,1330,2856,1.0,0.0,0.0,4,7,98126,47.5671,-122.37
12857,290000.0,2,1.0,850,6800,1.0,0.0,0.0,3,7,98133,47.7282,-122.337
12858,860000.0,5,2.25,1960,8592,1.0,0.0,0.0,4,8,98004,47.6066,-122.19200000000001
12859,3100000.0,6,4.25,6980,15682,3.0,0.0,4.0,4,12,98040,47.5552,-122.23100000000001
12860,245000.0,4,1.0,1530,7200,1.5,0.0,0.0,3,7,98178,47.5015,-122.262
12861,255000.0,3,1.5,1320,7980,1.0,0.0,0.0,3,7,98178,47.5068,-122.259
12862,310000.0,4,3.0,2320,7200,2.0,0.0,0.0,3,7,98155,47.7703,-122.31200000000001
12863,299000.0,3,1.0,960,8100,1.0,0.0,0.0,3,7,98155,47.7763,-122.305
12864,575000.0,4,2.5,2040,5508,2.0,0.0,0.0,4,8,98029,47.5719,-122.007
12865,284000.0,3,1.0,1080,8214,1.0,0.0,0.0,3,7,98133,47.7401,-122.348
12866,840000.0,3,1.75,2020,4800,1.0,0.0,0.0,4,8,98115,47.6726,-122.294
12867,442573.0,3,1.75,1780,7567,1.0,0.0,0.0,3,7,98034,47.7314,-122.225
12868,560000.0,3,1.0,1140,7028,1.0,0.0,0.0,3,8,98115,47.6948,-122.322
12869,485000.0,3,2.0,1610,4160,1.0,0.0,0.0,4,7,98136,47.5421,-122.38799999999999
12870,472500.0,4,1.75,1440,8536,1.0,0.0,0.0,4,7,98033,47.6775,-122.18
12871,1610000.0,4,2.75,4270,25807,2.0,0.0,0.0,3,11,98004,47.5951,-122.206
12872,808000.0,8,3.75,3460,4600,2.0,0.0,0.0,3,7,98105,47.6617,-122.289
12873,398000.0,3,1.75,1890,16001,1.5,0.0,0.0,4,7,98011,47.7663,-122.20100000000001
12874,340000.0,3,2.5,2240,6000,2.0,0.0,0.0,3,8,98059,47.4837,-122.13799999999999
12875,380000.0,2,1.0,760,4000,1.5,0.0,0.0,3,6,98108,47.5462,-122.32
12876,235000.0,3,1.0,1020,6173,1.0,0.0,0.0,3,6,98168,47.5042,-122.329
12877,400000.0,3,1.5,1330,9900,1.0,0.0,0.0,3,7,98034,47.7167,-122.23299999999999
12878,582000.0,5,2.5,2780,12335,1.0,0.0,0.0,4,8,98006,47.5681,-122.12799999999999
12879,209000.0,2,1.0,1070,6120,1.0,0.0,0.0,3,6,98168,47.4989,-122.31700000000001
