,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
43,starbucks-silverdale,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.689725, 'longitude': -122.706268}",(360) 779-6894,74315.99253598132,7PhKzTn-pfRUtu7qPUA1bQ,https://s3-media2.fl.yelpcdn.com/bphoto/aGdaWOLGz3ZqYJrz9cqqLg/o.jpg,False,"{'address1': '2600 Ohio St', 'address2': '', 'address3': 'Bangor Submarine Base', 'city': 'Silverdale', 'zip_code': '98315', 'country': 'US', 'state': 'WA', 'display_address': ['2600 Ohio St', 'Bangor Submarine Base', 'Silverdale, WA 98315']}",Starbucks,+13607796894,$$,2.5,8,['delivery'],https://www.yelp.com/biz/starbucks-silverdale?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
44,starbucks-poulsbo,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.75543424, 'longitude': -122.6607148}",(360) 779-9939,74422.90081641168,p2QjBMUrJK-lvTq6XmeIGA,https://s3-media2.fl.yelpcdn.com/bphoto/b-cHIKtL98YGDqoz81CPww/o.jpg,False,"{'address1': '21215 Olhava Way 101', 'address2': None, 'address3': None, 'city': 'Poulsbo', 'zip_code': '98370', 'country': 'US', 'state': 'WA', 'display_address': ['21215 Olhava Way 101', 'Poulsbo, WA 98370']}",Starbucks,+13607799939,$,2.5,32,['delivery'],https://www.yelp.com/biz/starbucks-poulsbo?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
45,starbucks-marysville-14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.052135, 'longitude': -122.167176}",(425) 309-6153,74700.42059754953,mtUddZg23aXYaqTJT-RYcw,https://s3-media4.fl.yelpcdn.com/bphoto/hqNLl--DZ5M4Es5KAKtvsA/o.jpg,False,"{'address1': '4711 64th St NE', 'address2': '', 'address3': None, 'city': 'Marysville', 'zip_code': '98270', 'country': 'US', 'state': 'WA', 'display_address': ['4711 64th St NE', 'Marysville, WA 98270']}",Starbucks,+14253096153,$$,2.5,21,['delivery'],https://www.yelp.com/biz/starbucks-marysville-14?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
46,starbucks-marysville-11,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.051041, 'longitude': -122.179234}",(360) 659-5841,74929.28390348853,LpzDFtqly2InBxYPjkosEg,https://s3-media3.fl.yelpcdn.com/bphoto/NRBzwPm1IY64QNYHDZjp3A/o.jpg,False,"{'address1': '301 Marysville Mall', 'address2': '', 'address3': 'Albertsons', 'city': 'Marysville', 'zip_code': '98270', 'country': 'US', 'state': 'WA', 'display_address': ['301 Marysville Mall', 'Albertsons', 'Marysville, WA 98270']}",Starbucks,+13606595841,,1.5,2,['delivery'],https://www.yelp.com/biz/starbucks-marysville-11?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
47,starbucks-marysville-9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.062666, 'longitude': -122.174725}",(360) 658-8483,75996.43106528117,raa5uavAfBuKYvJydCQNcA,https://s3-media2.fl.yelpcdn.com/bphoto/ogFzN1aglTrmhvbTztkmpQ/o.jpg,False,"{'address1': '1258 State Ave', 'address2': '', 'address3': 'Safeway', 'city': 'Marysville', 'zip_code': '98270', 'country': 'US', 'state': 'WA', 'display_address': ['1258 State Ave', 'Safeway', 'Marysville, WA 98270']}",Starbucks,+13606588483,,5.0,1,['delivery'],https://www.yelp.com/biz/starbucks-marysville-9?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
48,starbucks-belfair,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.453129, 'longitude': -122.823856}",(360) 275-0939,77465.7534116417,_afL2ErQsBQE9ab8z86PkA,https://s3-media3.fl.yelpcdn.com/bphoto/I8SWKc5Tr3g-TW9rnpjOzg/o.jpg,False,"{'address1': '23965 NE SR3', 'address2': None, 'address3': None, 'city': 'Belfair', 'zip_code': '98528', 'country': 'US', 'state': 'WA', 'display_address': ['23965 NE SR3', 'Belfair, WA 98528']}",Starbucks,+13602750939,$$,3.0,14,[],https://www.yelp.com/biz/starbucks-belfair?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
49,starbucks-marysville-17,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.076291, 'longitude': -122.183136}",(360) 651-7255,77635.27985071209,RCf_cFEVndADSh9WhUJ0TA,https://s3-media2.fl.yelpcdn.com/bphoto/GBjDHMYXZk7qrGBHUevijA/o.jpg,False,"{'address1': '8830 36th Ave NE', 'address2': 'A101', 'address3': None, 'city': 'Marysville', 'zip_code': '98270', 'country': 'US', 'state': 'WA', 'display_address': ['8830 36th Ave NE', 'A101', 'Marysville, WA 98270']}",Starbucks,+13606517255,,3.5,5,['delivery'],https://www.yelp.com/biz/starbucks-marysville-17?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
0,starbucks-marysville-8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.085229, 'longitude': -122.170386}",(360) 653-0700,78209.3376578566,jcmc_A6qQagzndRgDb6DBw,https://s3-media4.fl.yelpcdn.com/bphoto/poZyu92Q0hOs9AgVIIuRoA/o.jpg,False,"{'address1': '9925 State Ave', 'address2': '', 'address3': 'Fred Meyer', 'city': 'Marysville', 'zip_code': '98270', 'country': 'US', 'state': 'WA', 'display_address': ['9925 State Ave', 'Fred Meyer', 'Marysville, WA 98270']}",Starbucks,+13606530700,$$,4.0,3,['delivery'],https://www.yelp.com/biz/starbucks-marysville-8?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
1,starbucks-marysville-15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.091841, 'longitude': -122.187885}",(360) 716-2545,79370.55046858972,Tj5v8T-vG0wftahu0jgcVQ,https://s3-media1.fl.yelpcdn.com/bphoto/DGXpSgiFWDpW_O20z9mz5g/o.jpg,True,"{'address1': '10600 Quil Ceda Blvd', 'address2': None, 'address3': None, 'city': 'Marysville', 'zip_code': '98271', 'country': 'US', 'state': 'WA', 'display_address': ['10600 Quil Ceda Blvd', 'Marysville, WA 98271']}",Starbucks,+13607162545,,2.5,3,[],https://www.yelp.com/biz/starbucks-marysville-15?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
2,starbucks-tulalip-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.093364, 'longitude': -122.188669}",(360) 716-2757,79549.39883360399,NoNReJ7ytxaR5maoPoCQ6w,https://s3-media4.fl.yelpcdn.com/bphoto/qpRuvvdu55lC9zco1k_SYA/o.jpg,False,"{'address1': '10600 Quil Ceda Blvd', 'address2': 'Ste 332', 'address3': '', 'city': 'Tulalip', 'zip_code': '98271', 'country': 'US', 'state': 'WA', 'display_address': ['10600 Quil Ceda Blvd', 'Ste 332', 'Tulalip, WA 98271']}",Starbucks,+13607162757,$,3.0,35,['delivery'],https://www.yelp.com/biz/starbucks-tulalip-2?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
3,starbucks-marysville-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.100474, 'longitude': -122.181757}",(360) 658-0648,80095.37938725014,QsORKRoB3Nj0tq_zG8YYdg,https://s3-media4.fl.yelpcdn.com/bphoto/2DL99POmCxi1iDjRObst7A/o.jpg,False,"{'address1': '3725 116th St NE', 'address2': '', 'address3': '', 'city': 'Marysville', 'zip_code': '98271', 'country': 'US', 'state': 'WA', 'display_address': ['3725 116th St NE', 'Marysville, WA 98271']}",Starbucks,+13606580648,$$,2.5,45,['delivery'],https://www.yelp.com/biz/starbucks-marysville-3?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
4,starbucks-yelm,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 46.933605, 'longitude': -122.590267}",(360) 400-4600,81548.01525606614,y2ai-TQPSdNe0jlYTktD2A,https://s3-media2.fl.yelpcdn.com/bphoto/iti74qA-h_K1G2nmZT7l6g/o.jpg,False,"{'address1': '1406 Yelm Ave E', 'address2': 'Ste 1', 'address3': None, 'city': 'Yelm', 'zip_code': '98597', 'country': 'US', 'state': 'WA', 'display_address': ['1406 Yelm Ave E', 'Ste 1', 'Yelm, WA 98597']}",Starbucks,+13604004600,$$,3.0,26,[],https://www.yelp.com/biz/starbucks-yelm?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
5,starbucks-yelm-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 46.933888, 'longitude': -122.594343}",(360) 458-8830,81754.17097974186,-cLgriV9-qM3zk8dSE26zw,https://s3-media4.fl.yelpcdn.com/bphoto/deUVWkir2revHlVctsoInQ/o.jpg,False,"{'address1': '1109 Yelm Ave E', 'address2': '', 'address3': 'Safeway', 'city': 'Yelm', 'zip_code': '98597', 'country': 'US', 'state': 'WA', 'display_address': ['1109 Yelm Ave E', 'Safeway', 'Yelm, WA 98597']}",Starbucks,+13604588830,,1.0,1,[],https://www.yelp.com/biz/starbucks-yelm-3?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
6,starbucks-lacey,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.059365, 'longitude': -122.766371}",(360) 491-1190,84088.36750417779,faw6d_wpeLze0uyeRTp5eg,https://s3-media1.fl.yelpcdn.com/bphoto/tTIBkYO3o57sebN92xydyA/o.jpg,False,"{'address1': '1401 Marvin Rd NE', 'address2': 'Ste 109', 'address3': '', 'city': 'Lacey', 'zip_code': '98516', 'country': 'US', 'state': 'WA', 'display_address': ['1401 Marvin Rd NE', 'Ste 109', 'Lacey, WA 98516']}",Starbucks,+13604911190,$$,3.5,17,['delivery'],https://www.yelp.com/biz/starbucks-lacey?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
7,starbucks-olympia-14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.058299, 'longitude': -122.766527}",(360) 438-3914,84157.2542681795,IN15AoZiAaCsJzg9tYEIJg,https://s3-media3.fl.yelpcdn.com/bphoto/MetwL8wJ1obdhYL2xmoDWg/o.jpg,False,"{'address1': '1243 Marvin Rd NE', 'address2': None, 'address3': 'Safeway', 'city': 'Olympia', 'zip_code': '98516', 'country': 'US', 'state': 'WA', 'display_address': ['1243 Marvin Rd NE', 'Safeway', 'Olympia, WA 98516']}",Starbucks,+13604383914,,5.0,1,['delivery'],https://www.yelp.com/biz/starbucks-olympia-14?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
8,starbucks-lacey-8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.054596, 'longitude': -122.777367}",(253) 533-8795,85074.59945167054,lTAJv5sOYgyrOJ4fHkQNhA,https://s3-media4.fl.yelpcdn.com/bphoto/WWN1bmk9x7uZle4Ov6vxPA/o.jpg,False,"{'address1': '1020 Kingham St NE', 'address2': '', 'address3': None, 'city': 'Lacey', 'zip_code': '98516', 'country': 'US', 'state': 'WA', 'display_address': ['1020 Kingham St NE', 'Lacey, WA 98516']}",Starbucks,+12535338795,$$,3.5,13,['delivery'],https://www.yelp.com/biz/starbucks-lacey-8?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
9,starbucks-arlington-67,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.151345, 'longitude': -122.181192}",(360) 653-4144,85374.92730934544,sOB-Le5UmVP3S0Y81Hxeng,https://s3-media3.fl.yelpcdn.com/bphoto/j9UNQsl_zo5xlJSfU78gWA/o.jpg,False,"{'address1': '3532 172nd St', 'address2': '', 'address3': 'Safeway', 'city': 'Arlington', 'zip_code': '98223', 'country': 'US', 'state': 'WA', 'display_address': ['3532 172nd St', 'Safeway', 'Arlington, WA 98223']}",Starbucks,+13606534144,$,2.5,7,['delivery'],https://www.yelp.com/biz/starbucks-arlington-67?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
10,starbucks-marysville-12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.149381, 'longitude': -122.192191}",(360) 386-4020,85451.8867021029,XRHv28tRmTY_2GZVRo5mDA,https://s3-media3.fl.yelpcdn.com/bphoto/RJou1hnJscBZ1JhuYqb2qg/o.jpg,False,"{'address1': '16818 Twin Lakes Ave', 'address2': '', 'address3': 'Target', 'city': 'Marysville', 'zip_code': '98271', 'country': 'US', 'state': 'WA', 'display_address': ['16818 Twin Lakes Ave', 'Target', 'Marysville, WA 98271']}",Starbucks,+13603864020,$$$,1.5,10,['delivery'],https://www.yelp.com/biz/starbucks-marysville-12?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
11,starbucks-arlington-20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.152687, 'longitude': -122.180416}",(360) 653-2133,85495.66589205035,KeWCXuQBjTkx-pxNQ2tNUA,https://s3-media1.fl.yelpcdn.com/bphoto/JWVSuN8dYKGRVgYqA8ZZUg/o.jpg,False,"{'address1': '3671 172nd St NE', 'address2': 'Ste 1', 'address3': '', 'city': 'Arlington', 'zip_code': '98223', 'country': 'US', 'state': 'WA', 'display_address': ['3671 172nd St NE', 'Ste 1', 'Arlington, WA 98223']}",Starbucks,+13606532133,$$,3.5,36,['delivery'],https://www.yelp.com/biz/starbucks-arlington-20?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
12,starbucks-marysville-5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 48.15113, 'longitude': -122.193243}",(360) 652-0729,85661.38214268505,nAhpmygP9YaFr7lGVvzwGA,https://s3-media3.fl.yelpcdn.com/bphoto/tpXeXAdO1PKrJvFnO5mC_A/o.jpg,False,"{'address1': '17101 27th Ave NE', 'address2': 'A', 'address3': None, 'city': 'Marysville', 'zip_code': '98271', 'country': 'US', 'state': 'WA', 'display_address': ['17101 27th Ave NE', 'A', 'Marysville, WA 98271']}",Starbucks,+13606520729,$,3.0,13,['delivery'],https://www.yelp.com/biz/starbucks-marysville-5?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
13,starbucks-leavenworth-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.596583, 'longitude': -120.660047}",(509) 548-7559,87213.5900257647,n9oxEPNVI_ONeNxoAi1C7w,https://s3-media3.fl.yelpcdn.com/bphoto/fe25KOVamq1I0LqVzy9MKw/o.jpg,False,"{'address1': '932 Front St', 'address2': 'Bldg A', 'address3': '', 'city': 'Leavenworth', 'zip_code': '98826', 'country': 'US', 'state': 'WA', 'display_address': ['932 Front St', 'Bldg A', 'Leavenworth, WA 98826']}",Starbucks,+15095487559,$$,2.5,66,[],https://www.yelp.com/biz/starbucks-leavenworth-3?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
14,issaquah-coffee-company-issaquah,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 47.5396224396688, 'longitude': -122.04231738002}",(425) 677-7118,22331.17817613238,9DJY3ndAM0E6T7qGtrq0kg,https://s3-media4.fl.yelpcdn.com/bphoto/PDXXmyjQTHBQaoot1CxR0A/o.jpg,False,"{'address1': '317 NW Gilman Blvd', 'address2': 'Ste 46', 'address3': 'Gilman Village', 'city': 'Issaquah', 'zip_code': '98027', 'country': 'US', 'state': 'WA', 'display_address': ['317 NW Gilman Blvd', 'Ste 46', 'Gilman Village', 'Issaquah, WA 98027']}",Issaquah Coffee Company,+14256777118,$,4.0,354,['delivery'],https://www.yelp.com/biz/issaquah-coffee-company-issaquah?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
15,seattle-coffee-works-seattle,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]","{'latitude': 47.6101133, 'longitude': -122.3405669}",(206) 340-8867,45696.44467398009,RwCpDB4C7CCFQvFxH1ve1g,https://s3-media2.fl.yelpcdn.com/bphoto/h6LklpnLYtwd2tR9f4n8qA/o.jpg,False,"{'address1': '108 Pine St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['108 Pine St', 'Seattle, WA 98101']}",Seattle Coffee Works,+12063408867,$,4.5,863,['delivery'],https://www.yelp.com/biz/seattle-coffee-works-seattle?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
16,storyville-coffee-company-seattle-9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.6088847, 'longitude': -122.3403957}",(206) 780-5777,45625.23253974166,FVzl8rDPiTWEtrNEuCu-Xg,https://s3-media3.fl.yelpcdn.com/bphoto/nJgiyjMZ7sglAtc5wyKSLQ/o.jpg,False,"{'address1': '94 Pike St', 'address2': 'Ste 34', 'address3': 'Pike Place Market', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['94 Pike St', 'Ste 34', 'Pike Place Market', 'Seattle, WA 98101']}",Storyville Coffee Company,+12067805777,$$,4.5,1751,"['delivery', 'pickup']",https://www.yelp.com/biz/storyville-coffee-company-seattle-9?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
17,urban-coffee-lounge-kirkland-6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.7066558, 'longitude': -122.2120192}",(425) 820-7788,43997.00015267804,3CuxLMz1eUf73aBOS_T-tw,https://s3-media1.fl.yelpcdn.com/bphoto/Vb-iTiRwPwz-QFNTTU2TBw/o.jpg,False,"{'address1': '9744 NE 119th Way', 'address2': '', 'address3': 'Juanita Village', 'city': 'Kirkland', 'zip_code': '98034', 'country': 'US', 'state': 'WA', 'display_address': ['9744 NE 119th Way', 'Juanita Village', 'Kirkland, WA 98034']}",urban COFFEE lounge,+14258207788,$$,4.5,469,['delivery'],https://www.yelp.com/biz/urban-coffee-lounge-kirkland-6?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
18,amore-coffee-bellevue,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.6292118, 'longitude': -122.1537272}",,34986.45752776025,GLa7auPwL02kt8-igRtx3Q,https://s3-media1.fl.yelpcdn.com/bphoto/zkwBbAVIP3HMzev3ycwu3g/o.jpg,False,"{'address1': '2201 140th Ave NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98005', 'country': 'US', 'state': 'WA', 'display_address': ['2201 140th Ave NE', 'Bellevue, WA 98005']}",Amore' Coffee,,$,4.5,112,['delivery'],https://www.yelp.com/biz/amore-coffee-bellevue?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
19,caffe-ladro-issaquah,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.54348, 'longitude': -122.01598}",(425) 391-9300,20967.116144164833,H8sIx3f_AcDKMrJLzw2nHQ,https://s3-media3.fl.yelpcdn.com/bphoto/VHl5Psgv25_Y8cm0oQkvig/o.jpg,False,"{'address1': '1200 10th Ave NE', 'address2': '', 'address3': '', 'city': 'Issaquah', 'zip_code': '98029', 'country': 'US', 'state': 'WA', 'display_address': ['1200 10th Ave NE', 'Issaquah, WA 98029']}",Caffe Ladro,+14253919300,$,3.5,114,['delivery'],https://www.yelp.com/biz/caffe-ladro-issaquah?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
20,dutch-bros-coffee-renton,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 47.4735489, 'longitude': -122.218075}",(541) 955-4700,32234.82335671145,912WWoZSdKtmA-w86f-vfg,https://s3-media3.fl.yelpcdn.com/bphoto/1dImyt7ayYXbTBEnqW6aoA/o.jpg,False,"{'address1': '735 SW Hardie Ave', 'address2': '', 'address3': None, 'city': 'Renton', 'zip_code': '98057', 'country': 'US', 'state': 'WA', 'display_address': ['735 SW Hardie Ave', 'Renton, WA 98057']}",Dutch Bros Coffee,+15419554700,$,4.5,204,['delivery'],https://www.yelp.com/biz/dutch-bros-coffee-renton?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
21,mercurys-coffee-co-kirkland-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.6793567, 'longitude': -122.1782588}",(425) 406-8059,40069.41198117195,yAnxFueeqysamgS1A6ABgw,https://s3-media2.fl.yelpcdn.com/bphoto/fGLZB94aoqi_gIt4MLcoMQ/o.jpg,False,"{'address1': '8506 122nd Ave NE', 'address2': '', 'address3': '', 'city': 'Kirkland', 'zip_code': '98033', 'country': 'US', 'state': 'WA', 'display_address': ['8506 122nd Ave NE', 'Kirkland, WA 98033']}",Mercurys Coffee Co.,+14254068059,$,4.0,243,['delivery'],https://www.yelp.com/biz/mercurys-coffee-co-kirkland-2?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
22,wanted-espresso-north-bend,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.4889793395996, 'longitude': -121.793922424316}",(425) 888-1599,6685.993180996854,9C1P1W5Ijce32EVqIC9yBg,https://s3-media2.fl.yelpcdn.com/bphoto/Bs7qsLHHOk6ih-uMF2Vdog/o.jpg,False,"{'address1': '742 SW Mt Si Blvd', 'address2': '', 'address3': '', 'city': 'North Bend', 'zip_code': '98045', 'country': 'US', 'state': 'WA', 'display_address': ['742 SW Mt Si Blvd', 'North Bend, WA 98045']}",Wanted Espresso,+14258881599,$,4.0,42,[],https://www.yelp.com/biz/wanted-espresso-north-bend?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
23,woods-coffee-bellevue,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.6156961667817, 'longitude': -122.204967556969}",(425) 429-7276,37174.60895693941,1jBs3U8tZXe8OkiYEVoj1w,https://s3-media1.fl.yelpcdn.com/bphoto/maT4aPbsL8Y1sVUzAjV8zQ/o.jpg,False,"{'address1': '2002 Bellevue Sq', 'address2': '', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['2002 Bellevue Sq', 'Bellevue, WA 98004']}",Woods Coffee,+14254297276,$$,4.0,134,[],https://www.yelp.com/biz/woods-coffee-bellevue?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
24,peets-coffee-redmond-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.66699, 'longitude': -122.10265}",(425) 968-6125,35164.560550312366,XNgcx75fRednW5K3FMbgTQ,https://s3-media3.fl.yelpcdn.com/bphoto/SCRlBLAY2eoaVcDKMlvI1A/o.jpg,False,"{'address1': '17887 Redmond Way', 'address2': 'Ste 130', 'address3': '', 'city': 'Redmond', 'zip_code': '98052', 'country': 'US', 'state': 'WA', 'display_address': ['17887 Redmond Way', 'Ste 130', 'Redmond, WA 98052']}",Peet's Coffee,+14259686125,$$,4.0,102,['delivery'],https://www.yelp.com/biz/peets-coffee-redmond-2?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
