,price,sqft_living,grade,lat,long,min_dist_park,closest_distance_to_top_school,closest_distance_to_great_coffee,closest_distance_to_scientology,log_school,log_coffee,log_scientology,log_park,min_dist_park_rv
6977,744000,2670,8,47.6677,-122.15,1.140750606,0.79127401,2.629828776,14.53493399,-0.234110962,0.96691874,2.676554992,0.131686472,1.95081
6979,217000,1690,7,47.3021,-122.375,3.618581099,14.58967287,19.27104071,34.98175062,2.680313941,2.958603488,3.554826515,1.286081987,4.67066
6980,583000,2600,8,47.5175,-122.205,0.489062054,2.335773674,4.186699428,14.2220046,0.848343174,1.431912697,2.654790385,-0.715265898,0
6981,515000,1400,7,47.6681,-122.362,4.063467133,0.258966028,13.95146652,5.084369142,-1.351058393,2.635584629,1.626170959,1.402036583,6.88948
6982,594000,2140,8,47.622,-122.139,2.331126444,0.853907008,3.828863249,14.15559815,-0.157932982,1.342567957,2.650110175,0.846351603,3.15074
6983,303100,1640,8,47.509,-122.251,2.359805738,0.685062894,4.459472083,13.11870184,-0.378244629,1.495030392,2.574038834,0.858579301,1.0266
6984,430000,1720,7,47.579,-122.051,3.284488908,1.397042186,4.414461354,21.12295099,0.334357277,1.484885823,3.050360174,1.189211056,3.12238
6985,708000,3060,8,47.7212,-122.222,9.267848809,0.613144095,8.902399559,12.83948414,-0.489155305,2.186320854,2.552525121,2.226551293,0.614
6986,221000,1150,7,47.7344,-122.333,6.531826756,0.716556593,16.62644758,9.399179794,-0.333298049,2.810994655,2.240622429,1.876686652,4.15329
6987,325000,2000,8,47.3499,-122.302,1.867407631,14.22170176,11.76739897,29.54708264,2.654769091,2.465332909,3.385985013,0.624551175,1.33067
6988,385000,1560,6,47.719,-122.307,4.188696189,0.250459686,14.06897807,11.03742882,-1.384457307,2.643972236,2.401292117,1.432389513,2.99695
6989,359500,2070,8,47.3545,-122.056,1.038111369,2.021575254,15.58089565,35.43870495,0.703877036,2.746045526,3.567804583,0.037403071,1.40184
6990,433000,1920,7,47.7703,-122.265,1.523316511,2.191625697,14.78019666,6.51474376,0.784643596,2.693288221,1.874067879,0.420889873,3.05084
6991,525000,1000,7,47.5671,-122.394,9.663262657,0.440502172,16.38955728,6.625704409,-0.819839903,2.796644381,1.890956692,2.26833134,3.84423
6992,356200,1690,7,47.5102,-122.241,7.420925453,1.427222509,4.086692997,13.34750336,0.355730254,1.407736085,2.591329353,2.004303773,1.09452
6993,595000,3090,7,47.7275,-122.122,2.216776221,2.855749582,5.283886226,17.61944039,1.049334359,1.664661855,2.86900286,0.796053988,1.22209
6994,560000,1790,7,47.6489,-122.337,1.381159284,0.981458326,11.47387104,3.454728391,-0.018715726,2.440072367,1.239743841,0.322923208,6.93321
6996,513000,2090,7,47.6751,-122.379,1.41212235,0.549975587,15.42698289,6.014939386,-0.597881388,2.736118112,1.794246272,0.345093785,7.27709
6997,365000,680,5,47.6767,-122.388,2.022695897,0.70240279,16.11651748,6.369264566,-0.353248264,2.779844676,1.85148401,0.704431224,7.58807
6998,368000,2100,7,47.55,-122.356,0.486330852,0.300202945,13.44657354,7.54185915,-1.203296549,2.598724318,2.020468723,-0.720866122,1.77342
6999,870000,2840,8,47.5846,-122.291,3.397072294,0.516967339,8.534524392,4.358260086,-0.659775581,2.14411963,1.472072915,1.222913971,3.10035
7000,225000,1470,7,47.2884,-122.365,6.250343228,16.2894699,20.08555611,36.43179681,2.79051888,3.000000955,3.595441932,1.832636379,3.99131
7002,177000,1150,7,47.3766,-122.18,1.708892322,6.204694936,7.665516891,28.74032343,1.825306253,2.036731945,3.358301134,0.535845395,1.00201
7003,465000,1460,7,47.6346,-122.127,7.748241618,0.732639681,4.992542999,15.18837926,-0.311101265,1.607945399,2.720530613,2.04746593,2.12497
7004,750000,3150,8,47.5424,-122.381,0.620573518,0.726370085,14.59762896,9.018503064,-0.319695635,2.680859115,2.199278363,-0.477111199,2.25927
7006,605000,2670,9,47.7443,-122.114,3.636283964,3.789709631,7.163922384,17.14245329,1.332289402,1.96905765,2.841558035,1.290962271,1.26998
7007,725000,2110,7,47.6645,-122.342,1.370118054,0.522314046,12.41620965,4.895498749,-0.649486251,2.519002849,1.58831616,0.314896907,6.34012
7008,413900,1770,7,47.5137,-122.189,6.382893302,2.833231237,4.065843637,15.33430664,1.04141784,1.402621258,2.730092582,1.85362149,0.63115
7009,199950,1510,6,47.4821,-122.331,5.530167817,4.294541804,9.096076399,14.78672587,1.457344869,2.207843156,2.693729878,1.710218162,1.67123
7010,400000,530,6,47.6422,-121.954,2.077752608,5.127900682,13.06663812,28.15752329,1.634696352,2.570062273,3.337814576,0.731286832,1.51091
7011,870000,2420,8,47.6744,-122.353,0.450849107,0.716997196,13.62675051,5.815483278,-0.332683349,2.61203481,1.760523891,-0.79662257,0
7012,292000,2490,7,47.4022,-122.171,5.932681805,5.513719617,5.590805764,26.42980394,1.707239462,1.721123421,3.274492311,1.780476354,0
7013,225000,990,7,47.4557,-122.181,0.772410845,5.322188047,3.412959529,20.85875932,1.671884506,1.227579812,3.037773971,-0.258238687,0.74704
7014,466750,1730,8,47.7181,-122.316,1.926186013,0.496086284,14.42243775,11.11958963,-0.701005407,2.668785171,2.408708384,0.655541889,3.41895
7016,770000,3260,8,47.6336,-122.115,0.83168171,0.548286187,5.173024605,16.06446894,-0.600957889,1.643457547,2.776609935,-0.184305472,2.03734
7017,802500,1950,8,47.5426,-122.262,3.268012893,1.018631292,7.981602361,9.440133333,0.018459856,2.077139188,2.244970104,1.184182122,2.66294
7018,378800,2740,8,47.4036,-122.205,1.633574903,8.046712947,4.201880854,25.25156556,2.085263679,1.435532248,3.228888156,0.490770805,0.71538
7019,795000,2940,10,47.5879,-121.973,2.191661735,0.324260602,7.323947738,26.75630333,-1.126207758,1.991149491,3.286770084,0.784660039,1.13434
7020,460000,1200,7,47.6986,-122.286,1.313783347,1.056468055,11.31724675,9.797368383,0.054931321,2.426327823,2.282113817,0.272911026,2.83034
7021,567000,2070,8,47.5665,-122.023,2.30394409,1.214011492,3.210994398,23.47070218,0.193930159,1.16658067,3.155752928,0.834622476,0
7022,209950,1570,7,47.3207,-122.362,6.27140235,13.28100193,17.03780193,32.83348132,2.586334588,2.835434518,3.491448767,1.83599999,4.13048
7023,415000,1050,7,47.3226,-122.287,2.457108759,15.95591593,13.9950844,32.66285093,2.769829665,2.638706154,3.486238375,0.898985358,1.22918
7024,424500,1830,7,47.7494,-122.236,3.773768515,3.299786547,11.61323769,9.673460816,1.193857784,2.452145628,2.269386137,1.328074108,1.49547
7025,261000,970,6,47.5102,-122.33,2.039744921,1.323436159,9.620619597,11.66132988,0.280231505,2.26390867,2.45627823,0.712824761,0.65389
7026,365000,2200,8,47.4197,-122.205,2.328753762,8.564464694,2.523563546,23.59304152,2.147621631,0.925672008,3.160951818,0.845333258,1.66713
7027,631000,1930,7,47.6156,-122.299,1.009332237,0.627188171,8.184577687,2.143116252,-0.46650867,2.102251614,0.762260962,0.009288961,5.04032
7029,584000,1790,8,47.6894,-122.391,1.852561876,0.100268422,16.91759511,7.783240228,-2.299904468,2.828354211,2.051972733,0.616569479,7.34497
7030,310000,1560,7,47.3674,-122.503,2.037295496,6.684759446,22.77714066,30.29269572,1.899830226,3.12575743,3.410906618,0.711623191,2.38416
7031,717000,2780,10,47.5608,-122.016,2.309018233,0.458919139,2.931492109,24.13371026,-0.778881252,1.075511545,3.183609629,0.836822427,1.70772
7032,667000,1720,8,47.6746,-122.4,4.209462644,0.906786965,16.86226322,6.499457011,-0.097847736,2.825078179,1.871718637,1.437335001,8.14987
7033,190000,1640,6,47.482,-122.34,5.879449251,4.484570601,9.771963377,14.82495218,1.50064275,2.279517406,2.696311719,1.771463093,1.55893
7034,430000,1730,8,47.5202,-122.047,2.023373352,1.276783917,2.26352066,23.54545679,0.244344351,0.816921415,3.158932884,0.704766095,1.4408
7035,213000,740,6,47.4481,-122.278,1.978904596,5.927476836,4.453757501,18.93461692,1.779598631,1.493748122,2.94099183,0.682543457,3.55847
7036,475000,2280,8,47.735,-122.159,1.957800528,0.560983105,6.776272489,14.90047014,-0.57806449,1.91342717,2.701392766,0.671821663,0.57538
7037,649000,2090,8,47.4145,-122.44,2.230654295,1.624340637,16.79093292,23.84594449,0.485101972,2.820839033,3.171614161,0.802294948,2.76503
7038,715000,2550,9,47.5586,-122.121,2.425539043,0.172814154,2.77385138,16.7167461,-1.755538514,1.020236744,2.816410977,0.886053785,1.46645
7039,845000,3350,11,47.5796,-121.998,3.396050457,0.156470851,5.414931597,25.0254327,-1.854885541,1.689160248,3.219892616,1.222613126,0.75872
7040,390000,2770,7,47.3685,-122.048,3.346967854,1.287581585,15.19117181,34.53836969,0.252765719,2.720714457,3.542070871,1.208054818,1.3165
7041,390000,2860,7,47.5427,-122.302,0.535961379,0.335669437,9.815933891,8.271692624,-1.091628423,2.284006973,2.112839158,-0.623693175,0.80011
7042,328000,1990,8,47.4417,-122.135,2.111954737,3.665448635,6.395380617,24.09694513,1.298950739,1.855575951,3.182085074,0.747613934,0.71404
7043,239999,1740,7,47.3456,-122.305,6.730640702,14.30482953,12.29320568,30.01063831,2.66059721,2.509046726,3.401551929,1.90667034,1.32627
7044,225000,1460,7,47.3467,-122.306,1.946262609,14.17268242,12.22857803,29.8843469,2.651316339,2.503775674,3.397334828,0.665910923,1.39639
7047,465000,1210,6,47.5551,-122.273,8.208906261,0.610151801,9.530277954,7.823635255,-0.494047499,2.254473883,2.057149313,2.105219694,2.28272
7048,241000,1770,7,47.3321,-122.261,4.156923631,13.72975818,12.38864185,31.85921479,2.619565607,2.516780073,3.461326658,1.424775289,0.94941
7049,307550,1980,8,47.3913,-122.185,1.345499009,6.40031616,6.021605011,27.08826914,1.856347389,1.795353837,3.299100761,0.296764955,0.29054
7050,490000,2650,8,47.7684,-122.254,1.994510864,2.848270666,14.03883399,7.183264763,1.046712026,2.641827346,1.971753982,0.690398839,2.79875
7051,647000,3040,8,47.6073,-122.015,1.54564269,1.163889088,7.714850116,23.44782707,0.151767059,2.043147058,3.154777828,0.435439804,1.08061
7052,780000,3640,10,47.5078,-122.018,5.83917199,1.628656786,3.943190091,26.1120597,0.487755617,1.371990064,3.262397265,1.764589004,0.37544
7053,517500,1810,8,47.5776,-121.996,4.621063424,0.40154875,5.327409541,25.20979488,-0.912426333,1.672865105,3.227232605,1.530624857,0.60722
7054,295000,1380,7,47.4238,-122.322,9.78744115,9.653682832,7.881037178,21.27129868,2.267339483,2.064459517,3.057358684,2.281100049,4.76458
7055,560000,1810,8,47.6264,-122.302,1.225513861,0.720869984,8.424048029,2.294706373,-0.327296485,2.131090476,0.830604893,0.203360235,5.75429
7056,319450,2250,7,47.3065,-122.219,1.867096457,12.90677895,14.84473421,35.26800411,2.557752673,2.697645204,3.562976154,0.624384527,2.81391
7058,340000,2380,8,47.3046,-122.392,2.725535769,13.81628537,19.86057944,34.85968634,2.625847996,2.988736834,3.551331042,1.002665021,5.38399
7059,249950,1370,6,47.4576,-122.182,0.643987661,5.28420247,3.260918232,20.63962614,1.664721704,1.182008822,3.027212827,-0.440075713,0.8454
7062,750000,2510,9,47.6287,-122.089,2.086257125,1.271011416,6.158775335,17.94523528,0.239812974,1.817877949,2.887324635,0.735371611,2.52744
7063,875000,3230,9,47.6544,-121.998,4.008855345,3.17455997,9.568908298,25.07962644,1.155169031,2.258519123,3.222055821,1.38850575,2.68217
7064,678000,1670,8,47.6344,-122.116,1.117995369,0.573770761,5.079338481,16.00173904,-0.555525334,1.625181033,2.772697407,0.111537233,1.99004
7065,360000,780,6,47.5381,-122.267,0.419418395,0.928412142,7.750236167,9.689293681,-0.074279526,2.047723316,2.271021532,-0.8688863,2.46135
7066,354900,1720,7,47.4772,-122.153,1.798912658,2.499513291,4.295016098,20.16645137,0.916096029,1.457455303,3.0040204,0.587182404,0.31204
7067,632000,2260,8,47.5982,-122.128,3.391409771,0.250097423,2.214825505,15.07942249,-1.385904746,0.795173622,2.713331066,1.221245696,3.98583
7068,350000,1480,7,47.5076,-122.366,6.409229754,1.411165522,12.11560471,12.2918604,0.344415974,2.494494267,2.508937287,1.8577391,0.33403
7071,481000,2286,8,47.5174,-122.194,6.919538224,2.912181167,4.328917204,14.77729508,1.068902342,1.465317442,2.693091887,1.934349037,0.29781
7072,485000,1500,7,47.5499,-122.394,2.051005236,1.050770145,15.85449287,8.430437209,0.049523367,2.763452922,2.131848634,0.718330032,2.98821
7073,477000,1740,8,47.5772,-121.998,2.234394632,0.345604304,5.200282989,25.06942384,-1.062460788,1.648713045,3.22164893,0.803970333,0.67973
7074,560000,2880,8,47.5456,-122.179,0.771833443,0.494981638,4.816065899,13.55934338,-0.703234612,1.571957391,2.607075858,-0.258986499,1.8492
7075,600000,2600,8,47.6198,-122.105,1.826590398,0.375412207,5.14513654,16.69160695,-0.979730637,1.638051907,2.814906015,0.602451058,2.97484
7076,622500,3320,8,47.7498,-122.146,3.401857075,2.437890967,8.001454729,14.76238149,0.891133308,2.079623366,2.692082153,1.224321481,0.4656
7077,410000,1660,8,47.7528,-122.252,3.010618071,2.857960672,12.76904795,8.670708655,1.050108319,2.547024113,2.159950524,1.102145397,1.72241
7078,318200,1990,7,47.3531,-122.017,2.612559788,1.038240791,18.07883444,37.32509004,0.037527734,2.894741886,3.619665756,0.960330503,1.69789
7079,289000,1680,7,47.1969,-122.011,1.796886642,17.08421144,31.28760782,52.24566867,2.83815473,3.443222103,3.955956991,0.586055524,2.19122
7080,263000,1570,7,47.3876,-122.216,2.099166296,8.736704006,5.83439085,26.6451414,2.167533003,1.763769864,3.282606822,0.741540264,1.23958
7081,240000,1150,6,47.5321,-122.029,2.070074357,0.245282392,1.205640003,24.22376088,-1.405345114,0.187010549,3.187334006,0.727584528,0
7082,281500,1270,7,47.4921,-122.339,1.190610038,3.41486663,9.786282156,13.69938052,1.228138438,2.280981625,2.617350615,0.174465813,0.89109
7083,587206,1890,8,47.6592,-122.349,5.484681354,0.679887474,12.68505991,4.192073468,-0.385827974,2.540424916,1.433195473,1.701958998,6.82612
7084,482000,1350,7,47.6399,-122.32,2.835552401,0.011119508,9.989852431,2.819891987,-4.499054234,2.301569821,1.036698582,1.042236769,6.63207
7085,485000,1650,8,47.631,-122.098,1.925327076,1.011913517,5.69227588,17.29716994,0.01184311,1.739110147,2.850542901,0.655095863,2.25189
7086,309000,1450,7,47.672,-121.864,1.536811707,11.6584191,19.18737482,35.30223897,2.456028588,2.954252501,3.563946389,0.42970995,1.66357
7087,221000,1640,7,47.2625,-122.3,2.847585303,20.69362874,20.63676941,39.25777523,3.029825863,3.027074408,3.67014952,1.046471373,1.36961
7088,700000,2030,9,47.6272,-122.095,1.387648678,0.88396129,6.162490129,17.48378062,-0.123342007,1.818480938,2.861273629,0.327610716,2.54008
7089,411500,2420,7,47.536,-122.358,1.115620127,0.469436155,12.74162535,9.082419642,-0.756222975,2.54487422,2.206340637,0.109410418,1.674
7090,285000,2770,8,47.7412,-122.355,2.557353428,1.047501561,18.28137827,9.047657807,0.046407863,2.905882961,2.202505918,0.938972907,5.22976
7091,395000,1980,7,47.7513,-122.334,1.204892852,0.471293627,17.86553025,7.556299728,-0.752273967,2.882873172,2.022381616,0.186390643,4.46704
7092,237950,1460,7,47.3665,-122.092,4.933927163,2.681615278,12.63316499,32.8206846,0.986419329,2.536325498,3.491058945,1.596135256,1.41629
7093,680000,1610,7,47.6818,-122.189,5.139387642,1.228572759,5.16942943,12.76081218,0.205853137,1.642762321,2.546378927,1.636933937,3.0227
7094,199950,1010,6,47.3286,-122.336,4.101457295,13.80141467,15.15627687,31.85922907,2.624771099,2.718414761,3.461327107,1.411342348,2.80649
7095,765000,2760,8,47.5687,-122.374,1.505970628,1.209040924,14.93030491,6.047786569,0.189827421,2.703393034,1.799692349,0.409437626,3.08147
7096,515000,1060,7,47.6896,-122.331,1.542058545,0.675119622,13.09308927,7.805397534,-0.392865386,2.572084555,2.054815486,0.433118241,4.85192
7097,470000,1510,7,47.5865,-122.135,1.228064654,0.540437817,0.81426671,14.78436377,-0.615375696,-0.205467313,2.693570121,0.205439478,3.39592
7098,330000,880,6,47.6931,-122.379,2.162943477,0.770887558,16.32343811,7.978186356,-0.260212755,2.792601996,2.076711112,0.771470015,6.73199
7099,284000,2150,8,47.4578,-122.274,1.064127367,4.808940561,4.517255215,17.94317549,1.570476802,1.507904556,2.887209847,0.062155089,2.87517
7100,295000,1660,7,47.4373,-122.333,3.324816948,8.837767055,8.504035802,19.77022642,2.179034249,2.140540851,2.98417709,1.201414619,4.66337
7101,555000,2160,8,47.6333,-122.034,5.933621449,1.111395734,8.273726695,22.09546118,0.105616643,2.113085036,3.095372211,1.780634726,2.17482
7102,350000,1370,6,47.7263,-122.289,3.864932558,1.719975224,13.65424179,10.39704709,0.542309886,2.614050227,2.341521832,1.351944232,2.0934
7103,240000,1460,7,47.3113,-122.358,5.038111828,14.32156655,17.68559621,33.85394212,2.661766552,2.872750535,3.522055451,1.617031375,4.02378
7104,419900,1450,7,47.5983,-122.15,9.537181728,1.189156075,2.168666782,13.44289382,0.173243875,0.774112593,2.598450626,2.255198025,4.45759
7105,528000,1560,7,47.5407,-122.379,0.562185361,0.680050143,14.37611435,9.123836903,-0.385588744,2.665568104,2.210890429,-0.57592366,2.11607
7106,481000,2480,8,47.7612,-122.229,3.610247458,4.561619663,12.16589633,9.040060599,1.51767775,2.498636655,2.201665878,1.283776318,2.3689
7107,304700,740,7,47.7291,-122.337,1.079179863,0.245685567,16.38007943,10.0267784,-1.403702745,2.796065927,2.305259353,0.076201367,4.31925
7108,715000,2927,10,47.5948,-121.983,3.160661283,1.111416224,7.444382222,25.93188553,0.105635079,2.007459684,3.255473313,1.150781272,1.47757
7109,738950,2260,8,47.6342,-122.171,3.173352518,0.649269196,2.12615571,11.92613504,-0.431907862,0.754315518,2.478732213,1.154788606,3.5078
7110,215000,1240,7,47.3727,-122.162,3.2554762,5.048927582,8.66335383,29.68196453,1.619175861,2.159101926,3.390539606,1.180338563,1.46763
7111,300000,2040,5,47.4919,-122.181,1.602594147,3.209233237,2.549415967,17.56563287,1.166032042,0.935864301,2.865944315,0.471623658,1.59938
7112,346000,1270,6,47.4828,-122.344,3.513743773,4.512280848,10.07476565,14.75820418,1.506802757,2.310033847,2.691799144,1.256682071,1.4852
7113,473000,4370,8,47.241,-121.979,2.251210062,12.71587735,28.6252119,49.16921496,2.542851398,3.354287865,3.895267716,0.811467877,3.59535
7114,500000,1700,7,47.5807,-122.397,3.543874088,0.530788968,16.12403682,5.362558577,-0.633390761,2.780311129,1.679441208,1.265220504,4.43456
7115,750000,1300,7,47.6134,-122.308,5.002358975,0.708921985,8.875104207,1.479253113,-0.344009793,2.183250077,0.391537307,1.609909596,4.82843
7116,519900,1820,8,47.6288,-122.098,0.772605591,0.989930016,5.926863878,17.27417746,-0.01012103,1.779495216,2.849212754,-0.257986592,2.40036
7117,378500,880,7,47.7262,-122.285,2.01331127,1.839785637,13.37322125,10.46880856,0.609649063,2.593254294,2.348400222,0.699780764,1.90855
7118,314500,1870,8,47.3358,-122.32,4.704553157,14.09904559,13.81745919,31.05756348,2.646107107,2.625932951,3.435842369,1.548530797,1.9722
7119,499950,1350,7,47.6587,-122.124,2.836493696,1.20699157,2.387318894,16.00674393,0.188130957,0.870170934,2.773010129,1.042568675,0.76496
7121,630000,2460,9,47.7602,-122.022,5.157716016,4.668298282,11.54437042,22.84731705,1.540794612,2.446197909,3.128833695,1.640493849,2.42296
7122,360000,1720,7,47.7268,-122.311,0.966599293,0.759817547,14.93684684,10.15750735,-0.274676944,2.703831102,2.318213072,-0.033971251,3.11274
7123,460000,2730,8,47.7698,-121.898,2.215323707,11.97478838,19.37657286,31.64141705,2.482803471,2.964064752,3.454466928,0.795398536,5.23271
7124,361000,1100,6,47.344,-122.331,2.145007411,12.87438392,13.55609409,30.14163426,2.555239595,2.606836195,3.405907414,0.763143007,2.49236
7125,713400,1810,8,47.5505,-122.221,5.655252007,0.093400459,6.906093912,10.74415944,-2.370859019,1.932404197,2.374362299,1.732584672,0
7126,445000,930,6,47.6783,-122.298,4.903926082,0.241148075,10.36702813,7.37285019,-1.422344114,2.338630397,1.99780436,1.590036125,4.20922
7127,305000,1590,7,47.2558,-122.024,0.567256937,10.48434265,25.250121,46.0131069,2.349882968,3.228830948,3.828926288,-0.566942925,1.9254
7129,222000,1460,6,47.3086,-122.365,1.279912022,14.30509093,18.24011936,34.19276054,2.660615483,2.903623528,3.532013942,0.246791343,4.28978
7130,510000,3400,8,47.5385,-121.88,1.013714286,0.945158182,8.000296489,34.63647081,-0.056402977,2.079478602,3.544907197,0.013621096,2.17822
7131,500000,2920,8,47.7607,-122.354,6.295942469,1.127164823,19.67071889,7.002881947,0.119705474,2.979131179,1.946321771,1.839905373,5.57256
7132,605000,910,7,47.6341,-122.361,2.245700626,0.66031567,12.91034886,1.303207202,-0.41503727,2.558029227,0.264828305,0.809017555,6.53053
7134,725000,2490,9,47.6836,-122.162,3.234348654,0.720358547,3.169575361,14.55770706,-0.328006209,1.153597623,2.678120548,1.173827564,1.97173
7136,210000,1130,7,47.2986,-122.377,1.677916058,14.87651494,19.67251347,35.38441455,2.699783791,2.979222406,3.566271456,0.517552582,4.71079
7137,419900,2750,9,47.3595,-122.038,0.613444486,1.216164538,16.36363338,35.79084854,0.195702085,2.795061396,3.577692233,-0.488665507,1.84322
7138,410000,2240,7,47.4868,-122.159,1.717248603,2.047468956,3.906327059,19.06487994,0.716604375,1.362597561,2.947847896,0.540723361,0.67843
7139,721000,2680,8,47.561,-122.398,6.281931884,1.01194325,16.74590756,7.367033566,0.011872492,2.818153904,1.997015124,1.837677558,3.75567
7140,605000,1270,8,47.6121,-122.294,6.972055474,0.380050834,7.844772282,2.538572339,-0.967450263,2.059847359,0.931601852,1.941910084,4.85365
7141,738000,1520,7,47.5839,-122.383,1.640978075,0.488562599,15.01687385,4.585163844,-0.716287669,2.709174492,1.52282584,0.495292451,4.06438
7142,725000,2480,8,47.6131,-122.145,4.019294127,0.50922095,3.459153629,13.68773298,-0.674873271,1.241023943,2.616500029,1.391106297,3.82584
7144,303000,1340,8,47.7325,-122.343,3.982231842,0.357239629,16.96186125,9.738716041,-1.029348493,2.830967368,2.276109286,1.381842427,0
7146,530000,2240,7,47.5598,-122.27,2.328756339,1.089711786,8.989032439,7.510299945,0.085913245,2.196005216,2.016275404,0.845334365,2.53735
7147,475000,3740,10,47.4587,-122.117,1.038794205,1.36224211,7.380785385,23.49862787,0.309131952,1.998880054,3.156942031,0.038060622,0.38703
7148,250000,1800,7,47.3611,-122.047,3.125255829,1.778572115,15.70065521,35.2408742,0.57581086,2.753702445,3.562206608,1.139516145,1.71452
7149,180000,780,6,47.565,-122.291,2.6874082,0.561014704,9.734845764,6.205687679,-0.578008163,2.275711795,1.825466239,0.988577235,1.95793
7150,443500,1330,7,47.6802,-122.306,0.917298789,0.300281612,10.96867386,7.421452006,-1.203034538,2.395043379,2.004374726,-0.086322027,4.37045
7151,390000,1900,8,47.3491,-122.113,5.798382278,4.652060788,12.92418632,33.68396979,1.537310302,2.559100465,3.51702205,1.757578961,2.96259
7152,430000,1570,7,47.6801,-122.106,2.380177922,1.048159356,1.048159356,18.10585669,0.047035632,0.047035632,2.89623546,0.867175242,1.20346
7153,460000,3100,8,47.5004,-122.162,4.218867374,1.653282862,4.260598914,17.80266919,0.502762924,1.449409741,2.8793484,1.439566697,0.99764
7154,660000,2740,9,47.7195,-122.182,1.591093235,1.177093615,6.389016289,14.82056424,0.163048362,1.854580311,2.696015692,0.464421349,0.52971
7155,515000,1570,8,47.6389,-122.102,2.137538846,0.19342806,4.764800305,17.11163809,-1.642849619,1.561255627,2.839758822,0.759655095,1.67942
7156,482500,1330,7,47.7181,-122.308,3.614329796,0.258883052,14.03787047,11.13336513,-1.351378857,2.641758711,2.409946467,1.284906443,3.05631
7157,305000,1140,7,47.5707,-122.018,4.647054673,1.195629872,3.791952024,23.73341388,0.178673136,1.332880932,3.166883924,1.536233615,1.57198
7158,835000,1550,9,47.6596,-122.28,6.874324644,0.044478032,8.053390629,6.102251,-3.112759873,2.086093199,1.808657719,1.927793405,4.86266
7159,237000,1290,7,47.3867,-122.19,2.914517245,6.7853016,6.342045171,27.41521874,1.914758743,1.847201299,3.311098288,1.069704196,0.64218
7160,445000,1510,8,47.6211,-122.153,4.713582671,0.255964669,2.77583326,13.10255012,-1.362715854,1.020950976,2.572806877,1.550448271,3.54174
7161,710000,2720,7,47.5237,-122.391,1.480294976,1.629698955,14.43887342,11.20084609,0.488395307,2.669924112,2.415989319,0.392241376,1.53186
7162,180000,840,5,47.3948,-122.028,3.576691932,1.753965712,15.2954974,33.26007251,0.561879346,2.727558497,3.504357654,1.274438332,0.92087
7163,280017,1850,8,47.2091,-122.009,6.55722539,15.74727381,30.2014701,51.11122598,2.756667259,3.407890602,3.93400416,1.880567555,2.70876
7164,436500,2290,8,47.4314,-122.164,2.010434772,5.908411404,4.319189701,23.83138328,1.776376997,1.463067816,3.171003337,0.698351003,0.40872
7166,420000,1800,7,47.7393,-122.244,0.198540441,2.387890486,11.38238094,10.25981916,0.870410334,2.432066629,2.328235214,-1.616762466,0.74976
7168,570000,1980,7,47.3402,-122.046,3.997419176,1.625022757,17.16749631,37.17425967,0.48552182,2.843017847,3.615616577,1.385648947,0
7169,565000,2140,7,47.7042,-122.37,6.448329301,0.882099682,16.41263667,9.122802158,-0.125450211,2.798051567,2.210777011,1.863821074,6.08925
7170,287000,2410,7,47.3078,-122.374,6.443494842,14.05729151,18.72352427,34.34355915,2.64314123,2.929780715,3.536414495,1.86307107,4.68883
7171,260000,1650,7,47.7721,-122.206,6.086904082,5.068839335,12.09373468,9.642739319,1.623111863,2.492687523,2.26620523,1.806139591,3.27614
7172,470000,1650,7,47.7721,-122.206,5.615412767,5.068839335,12.09373468,9.642739319,1.623111863,2.492687523,2.26620523,1.725515097,0
7173,700000,2410,10,47.6911,-122.103,3.963082274,0.538032449,1.77279942,18.827146,-0.619836407,0.57255989,2.935299764,1.377022075,1.72316
7174,249000,1520,8,47.2646,-122.219,0.92401944,16.57928458,19.50376256,39.81583759,2.808153999,2.970607399,3.684264763,-0.079022169,2.82155
7175,568000,2050,7,47.5536,-122.399,0.739493122,1.481038669,16.38396881,8.161189779,0.392743645,2.796303345,2.099389965,-0.301790298,3.32564
7176,500000,1720,7,47.6719,-122.396,3.944590704,0.496461102,16.47589188,6.09809362,-0.700250142,2.801898214,1.807976201,1.372345198,8.07362
7177,358000,2390,7,47.4639,-122.17,0.375833459,4.162744259,3.499141025,20.55331911,1.426174534,1.252517517,3.023022442,-0.978609161,0.86128
7178,225000,1680,8,47.3293,-122.17,1.357983258,8.564849005,12.87202936,33.91072666,2.147666502,2.55505669,3.523731385,0.306000701,3.19771
7179,275500,1060,6,47.4936,-122.165,0.390275823,2.008475586,3.704114125,18.20063636,0.697376019,1.309444128,2.901456558,-0.940901551,1.21111
7180,495000,1860,8,47.719,-122.182,2.761040848,1.232260651,6.350939704,14.86177294,0.20885041,1.848602787,2.698792341,1.015607727,0.56153
7181,758800,1750,8,47.6589,-122.276,4.553735038,0.323583562,7.760571178,6.220884942,-1.128297893,2.049055937,1.82791217,1.515947784,4.83685
7182,280000,1480,7,47.3624,-122.079,1.5561105,2.932462655,13.67746344,33.73670363,1.075842567,2.615749474,3.518586373,0.442189439,1.32057
7183,380500,1900,8,47.4324,-122.191,1.435553906,7.387498627,2.339180856,22.75321068,1.999789197,0.849800807,3.124706264,0.361550772,0.93144
7185,260000,1440,7,47.471,-122.262,1.48297042,3.228157491,4.034278369,16.75802922,1.171911538,1.394827443,2.8188775,0.394047117,1.80847
